From	To	Species	Gene Name\
ENSG00000100479	5427	Homo sapiens	DNA polymerase epsilon 2, accessory subunit(POLE2)\
ENSG00000124429	79983	Homo sapiens	premature ovarian failure, 1B(POF1B)\
ENSG00000124422	23326	Homo sapiens	ubiquitin specific peptidase 22(USP22)\
ENSG00000125753	7408	Homo sapiens	vasodilator-stimulated phosphoprotein(VASP)\
ENSG00000100478	11154	Homo sapiens	adaptor related protein complex 4 sigma 1 subunit(AP4S1)\
ENSG00000090534	7066	Homo sapiens	thrombopoietin(THPO)\
ENSG00000162745	25903	Homo sapiens	olfactomedin like 2B(OLFML2B)\
ENSG00000125755	8189	Homo sapiens	symplekin(SYMPK)\
ENSG00000162746	127943	Homo sapiens	Fc receptor like B(FCRLB)\
ENSG00000100473	1690	Homo sapiens	cochlin(COCH)\
ENSG00000090539	8646	Homo sapiens	chordin(CHRD)\
ENSG00000137707	54766	Homo sapiens	BTG anti-proliferation factor 4(BTG4)\
ENSG00000186716	613	Homo sapiens	BCR, RhoGEF and GTPase activating protein(BCR)\
ENSG00000137709	25833	Homo sapiens	POU class 2 homeobox 3(POU2F3)\
ENSG00000113739	8614	Homo sapiens	stanniocalcin 2(STC2)\
ENSG00000162747	2215	Homo sapiens	Fc fragment of IgG receptor IIIb(FCGR3B)\
ENSG00000113734	662	Homo sapiens	BCL2 interacting protein 1(BNIP1)\
ENSG00000112406	51696	Homo sapiens	hdc homolog, cell cycle regulator(HECA)\
ENSG00000113732	8992	Homo sapiens	ATPase H+ transporting V0 subunit e1(ATP6V0E1)\
ENSG00000006118	54972	Homo sapiens	transmembrane protein 132A(TMEM132A)\
ENSG00000173401	256710	Homo sapiens	GLI pathogenesis related 1 like 1(GLIPR1L1)\
ENSG00000198700	55705	Homo sapiens	importin 9(IPO9)\
ENSG00000173404	3642	Homo sapiens	INSM transcriptional repressor 1(INSM1)\
ENSG00000173402	1605	Homo sapiens	dystroglycan 1(DAG1)\
ENSG00000006116	10368	Homo sapiens	calcium voltage-gated channel auxiliary subunit gamma 3(CACNG3)\
ENSG00000198704	257202	Homo sapiens	glutathione peroxidase 6(GPX6)\
ENSG00000100429	83933	Homo sapiens	histone deacetylase 10(HDAC10)\
ENSG00000100426	9889	Homo sapiens	zinc finger BED-type containing 4(ZBED4)\
ENSG00000100427	23209	Homo sapiens	megalencephalic leukoencephalopathy with subcortical cysts 1(MLC1)\
ENSG00000125726	970	Homo sapiens	CD70 molecule(CD70)\
ENSG00000100425	23774	Homo sapiens	bromodomain containing 1(BRD1)\
ENSG00000100422	64781	Homo sapiens	ceramide kinase(CERK)\
ENSG00000162755	126823	Homo sapiens	kelch domain containing 9(KLHDC9)\
ENSG00000088298	55741	Homo sapiens	ER degradation enhancing alpha-mannosidase like protein 2(EDEM2)\
ENSG00000101752	57534	Homo sapiens	mindbomb E3 ubiquitin protein ligase 1(MIB1)\
ENSG00000101751	11201	Homo sapiens	DNA polymerase iota(POLI)\
ENSG00000162757	148304	Homo sapiens	chromosome 1 open reading frame 74(C1orf74)\
ENSG00000186723	26539	Homo sapiens	olfactory receptor family 10 subfamily H member 1(OR10H1)\
ENSG00000162753	284525	Homo sapiens	solute carrier family 9 member C2 (putative)(SLC9C2)\
ENSG00000088280	55616	Homo sapiens	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3(ASAP3)\
ENSG00000137714	2230	Homo sapiens	ferredoxin 1(FDX1)\
ENSG00000113721	5159	Homo sapiens	platelet derived growth factor receptor beta(PDGFRB)\
ENSG00000137710	5962	Homo sapiens	radixin(RDX)\
ENSG00000113722	1044	Homo sapiens	caudal type homeobox 1(CDX1)\
ENSG00000137713	5519	Homo sapiens	protein phosphatase 2 scaffold subunit Abeta(PPP2R1B)\
ENSG00000174740	140886	Homo sapiens	poly(A) binding protein cytoplasmic 5(PABPC5)\
ENSG00000174744	25855	Homo sapiens	breast cancer metastasis suppressor 1(BRMS1)\
ENSG00000173409	64801	Homo sapiens	ARV1 homolog, fatty acid homeostasis modulator(ARV1)\
ENSG00000173406	1600	Homo sapiens	DAB1, reelin adaptor protein(DAB1)\
ENSG00000100417	5372	Homo sapiens	phosphomannomutase 1(PMM1)\
ENSG00000174738	9975	Homo sapiens	nuclear receptor subfamily 1 group D member 2(NR1D2)\
ENSG00000100418	27351	Homo sapiens	desumoylating isopeptidase 1(DESI1)\
ENSG00000101746	8715	Homo sapiens	nucleolar protein 4(NOL4)\
ENSG00000125735	8740	Homo sapiens	tumor necrosis factor superfamily member 14(TNFSF14)\
ENSG00000100416	55687	Homo sapiens	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase(TRMU)\
ENSG00000100413	171568	Homo sapiens	RNA polymerase III subunit H(POLR3H)\
ENSG00000124406	10396	Homo sapiens	ATPase phospholipid transporting 8A1(ATP8A1)\
ENSG00000101745	23253	Homo sapiens	ankyrin repeat domain 12(ANKRD12)\
ENSG00000186710	387885	Homo sapiens	cilia and flagella associated protein 73(CFAP73)\
ENSG00000100412	50	Homo sapiens	aconitase 2(ACO2)\
ENSG00000125731	10045	Homo sapiens	SH2 domain containing 3A(SH2D3A)\
ENSG00000125734	102465474	Homo sapiens	microRNA 6791(MIR6791)\
ENSG00000125733	9322	Homo sapiens	thyroid hormone receptor interactor 10(TRIP10)\
ENSG00000100410	84844	Homo sapiens	PHD finger protein 5A(PHF5A)\
ENSG00000186714	493860	Homo sapiens	coiled-coil domain containing 73(CCDC73)\
ENSG00000162761	4009	Homo sapiens	LIM homeobox transcription factor 1 alpha(LMX1A)\
ENSG00000125730	718	Homo sapiens	complement C3(C3)\
ENSG00000162763	440699	Homo sapiens	leucine rich repeat containing 52(LRRC52)\
ENSG00000113758	1627	Homo sapiens	drebrin 1(DBN1)\
ENSG00000162769	28982	Homo sapiens	feline leukemia virus subgroup C cellular receptor 1(FLVCR1)\
ENSG00000112425	7957	Homo sapiens	epilepsy, progressive myoclonus type 2A, Lafora disease (laforin)(EPM2A)\
ENSG00000198721	10455	Homo sapiens	enoyl-CoA delta isomerase 2(ECI2)\
ENSG00000198720	124930	Homo sapiens	ankyrin repeat domain 13B(ANKRD13B)\
ENSG00000198723	374877	Homo sapiens	chromosome 19 open reading frame 45(C19orf45)\
ENSG00000198722	10497	Homo sapiens	unc-13 homolog B(UNC13B)\
ENSG00000173421	339834	Homo sapiens	coiled-coil domain containing 36(CCDC36)\
ENSG00000198727	4519	Homo sapiens	cytochrome b(CYTB)\
ENSG00000198718	23116	Homo sapiens	family with sequence similarity 179 member B(FAM179B)\
ENSG00000174749	132720	Homo sapiens	chromosome 4 open reading frame 32(C4orf32)\
ENSG00000174748	6138	Homo sapiens	ribosomal protein L15(RPL15)\
ENSG00000173418	51126	Homo sapiens	N(alpha)-acetyltransferase 20, NatB catalytic subunit(NAA20)\
ENSG00000162771	149647	Homo sapiens	family with sequence similarity 71 member A(FAM71A)\
ENSG00000198719	28514	Homo sapiens	delta like canonical Notch ligand 1(DLL1)\
ENSG00000100448	1511	Homo sapiens	cathepsin G(CTSG)\
ENSG00000125703	84938	Homo sapiens	autophagy related 4C cysteine peptidase(ATG4C)\
ENSG00000160113	2063	Homo sapiens	nuclear receptor subfamily 2 group F member 6(NR2F6)\
ENSG00000162777	79961	Homo sapiens	DENN domain containing 2D(DENND2D)\
ENSG00000100445	56948	Homo sapiens	short chain dehydrogenase/reductase family 39U member 1(SDR39U1)\
ENSG00000100442	2287	Homo sapiens	FK506 binding protein 3(FKBP3)\
ENSG00000160111	27151	Homo sapiens	C3 and PZP like, alpha-2-macroglobulin domain containing 8(CPAMD8)\
ENSG00000101773	100616139	Homo sapiens	microRNA 4741(MIR4741)\
ENSG00000162779	126859	Homo sapiens	axonemal dynein light chain domain containing 1(AXDND1)\
ENSG00000162772	467	Homo sapiens	activating transcription factor 3(ATF3)\
ENSG00000160117	126549	Homo sapiens	ankyrin repeat and LEM domain containing 1(ANKLE1)\
ENSG00000185414	51263	Homo sapiens	mitochondrial ribosomal protein L30(MRPL30)\
ENSG00000100441	23351	Homo sapiens	KH and NYN domain containing(KHNYN)\
ENSG00000162775	64783	Homo sapiens	RNA binding motif protein 15(RBM15)\
ENSG00000112419	9749	Homo sapiens	phosphatase and actin regulator 2(PHACTR2)\
ENSG00000113749	3274	Homo sapiens	histamine receptor H2(HRH2)\
ENSG00000090581	84572	Homo sapiens	N-acetylglucosamine-1-phosphate transferase gamma subunit(GNPTG)\
ENSG00000112414	57211	Homo sapiens	adhesion G protein-coupled receptor G6(ADGRG6)\
ENSG00000198712	4513	Homo sapiens	cytochrome c oxidase subunit II(COX2)\
ENSG00000173431	122665	Homo sapiens	ribonuclease A family member 8(RNASE8)\
ENSG00000173432	6288	Homo sapiens	serum amyloid A1(SAA1)\
ENSG00000113742	80315	Homo sapiens	cytoplasmic polyadenylation element binding protein 4(CPEB4)\
ENSG00000198711	619518	Homo sapiens	SSBP3 antisense RNA 1(SSBP3-AS1)\
ENSG00000198715	112770	Homo sapiens	glycosylated lysosomal membrane protein(GLMP)\
ENSG00000173436	440574	Homo sapiens	mitochondrial inner membrane organizing system 1(MINOS1)\
ENSG00000198707	80184	Homo sapiens	centrosomal protein 290(CEP290)\
ENSG00000100439	63874	Homo sapiens	abhydrolase domain containing 4(ABHD4)\
ENSG00000162782	163589	Homo sapiens	tudor domain containing 5(TDRD5)\
ENSG00000160124	131076	Homo sapiens	coiled-coil domain containing 58(CCDC58)\
ENSG00000186732	758	Homo sapiens	metallophosphoesterase domain containing 1(MPPED1)\
ENSG00000100433	54207	Homo sapiens	potassium two pore domain channel subfamily K member 10(KCNK10)\
ENSG00000089597	23193	Homo sapiens	glucosidase II alpha subunit(GANAB)\
ENSG00000162783	51278	Homo sapiens	immediate early response 5(IER5)\
ENSG00000185404	93349	Homo sapiens	SP140 nuclear body protein like(SP140L)\
ENSG00000197410	54798	Homo sapiens	dachsous cadherin-related 2(DCHS2)\
ENSG00000198740	22834	Homo sapiens	zinc finger protein 652(ZNF652)\
ENSG00000198743	6526	Homo sapiens	solute carrier family 5 member 3(SLC5A3)\
ENSG00000172113	10201	Homo sapiens	NME/NM23 nucleoside diphosphate kinase 6(NME6)\
ENSG00000174776	151790	Homo sapiens	WD repeat domain 49(WDR49)\
ENSG00000174775	3265	Homo sapiens	HRas proto-oncogene, GTPase(HRAS)\
ENSG00000008735	23542	Homo sapiens	mitogen-activated protein kinase 8 interacting protein 2(MAPK8IP2)\
ENSG00000198742	57154	Homo sapiens	SMAD specific E3 ubiquitin protein ligase 1(SMURF1)\
ENSG00000173442	254102	Homo sapiens	EH domain binding protein 1 like 1(EHBP1L1)\
ENSG00000197415	79674	Homo sapiens	ventricular zone expressed PH domain containing 1(VEPH1)\
ENSG00000197416	646486	Homo sapiens	fatty acid binding protein 12(FABP12)\
ENSG00000198746	63906	Homo sapiens	G-patch domain containing 3(GPATCH3)\
ENSG00000007402	9254	Homo sapiens	calcium voltage-gated channel auxiliary subunit alpha2delta 2(CACNA2D2)\
ENSG00000172115	54205	Homo sapiens	cytochrome c, somatic(CYCS)\
ENSG00000197417	23729	Homo sapiens	sedoheptulokinase(SHPK)\
ENSG00000172116	926	Homo sapiens	CD8b molecule(CD8B)\
ENSG00000197408	1555	Homo sapiens	cytochrome P450 family 2 subfamily B member 6(CYP2B6)\
ENSG00000197409	8351	Homo sapiens	histone cluster 1 H3 family member d(HIST1H3D)\
ENSG00000198739	347731	Homo sapiens	leucine rich repeat transmembrane neuronal 3(LRRTM3)\
ENSG00000160131	203547	Homo sapiens	VMA21 vacuolar H+-ATPase homolog (S. cerevisiae)(VMA21)\
ENSG00000186765	25794	Homo sapiens	fascin actin-bundling protein 2, retinal(FSCN2)\
ENSG00000186766	399823	Homo sapiens	forkhead box I2(FOXI2)\
ENSG00000185432	25840	Homo sapiens	methyltransferase like 7A(METTL7A)\
ENSG00000185437	6450	Homo sapiens	SH3 domain binding glutamate rich protein(SH3BGR)\
ENSG00000185436	163702	Homo sapiens	interferon lambda receptor 1(IFNLR1)\
ENSG00000186767	139886	Homo sapiens	spindlin family member 4(SPIN4)\
ENSG00000184108	339976	Homo sapiens	tripartite motif family like 1(TRIML1)\
ENSG00000185418	123283	Homo sapiens	threonyl-tRNA synthetase like 2(TARSL2)\
ENSG00000257591	90589	Homo sapiens	zinc finger protein 625(ZNF625)\
ENSG00000257594	8693	Homo sapiens	polypeptide N-acetylgalactosaminyltransferase 4(GALNT4)\
ENSG00000173451	83591	Homo sapiens	THAP domain containing 2(THAP2)\
ENSG00000173452	256130	Homo sapiens	transmembrane protein 196(TMEM196)\
ENSG00000198730	9646	Homo sapiens	CTR9 homolog, Paf1/RNA polymerase II complex component(CTR9)\
ENSG00000174780	6731	Homo sapiens	signal recognition particle 72(SRP72)\
ENSG00000198732	64093	Homo sapiens	SPARC related modular calcium binding 1(SMOC1)\
ENSG00000173456	79102	Homo sapiens	ring finger protein 26(RNF26)\
ENSG00000198734	2153	Homo sapiens	coagulation factor V(F5)\
ENSG00000172123	55106	Homo sapiens	schlafen family member 12(SLFN12)\
ENSG00000197403	128372	Homo sapiens	olfactory receptor family 6 subfamily N member 1(OR6N1)\
ENSG00000198736	51734	Homo sapiens	methionine sulfoxide reductase B1(MSRB1)\
ENSG00000197405	728	Homo sapiens	complement C5a receptor 1(C5AR1)\
ENSG00000197406	1735	Homo sapiens	deiodinase, iodothyronine type III(DIO3)\
ENSG00000173457	26472	Homo sapiens	protein phosphatase 1 regulatory inhibitor subunit 14B(PPP1R14B)\
ENSG00000174788	126006	Homo sapiens	Purkinje cell protein 2(PCP2)\
ENSG00000198729	81706	Homo sapiens	protein phosphatase 1 regulatory inhibitor subunit 14C(PPP1R14C)\
ENSG00000198728	8861	Homo sapiens	LIM domain binding 1(LDB1)\
ENSG00000185420	64754	Homo sapiens	SET and MYND domain containing 3(SMYD3)\
ENSG00000256269	3145	Homo sapiens	hydroxymethylbilane synthase(HMBS)\
ENSG00000160145	8997	Homo sapiens	kalirin, RhoGEF kinase(KALRN)\
ENSG00000256294	7768	Homo sapiens	zinc finger protein 225(ZNF225)\
ENSG00000113719	57222	Homo sapiens	endoplasmic reticulum-golgi intermediate compartment 1(ERGIC1)\
ENSG00000113716	22993	Homo sapiens	HMG-box containing 3(HMGXB3)\
ENSG00000197430	93377	Homo sapiens	oligodendrocytic myelin paranodal and inner loop protein(OPALIN)\
ENSG00000113712	1452	Homo sapiens	casein kinase 1 alpha 1(CSNK1A1)\
ENSG00000198763	4536	Homo sapiens	MTND2(ND2)\
ENSG00000174792	152816	Homo sapiens	chromosome 4 open reading frame 26(C4orf26)\
ENSG00000196101	3125	Homo sapiens	major histocompatibility complex, class II, DR beta 3(HLA-DRB3)\
ENSG00000174791	9610	Homo sapiens	Ras and Rab interactor 1(RIN1)\
ENSG00000198765	6847	Homo sapiens	synaptonemal complex protein 1(SYCP1)\
ENSG00000173467	155465	Homo sapiens	anterior gradient 3, protein disulphide isomerase family member(AGR3)\
ENSG00000196104	50859	Homo sapiens	SPARC/osteonectin, cwcv and kazal like domains proteoglycan 3(SPOCK3)\
ENSG00000174796	152815	Homo sapiens	THAP domain containing 6(THAP6)\
ENSG00000173464	122651	Homo sapiens	ribonuclease A family member 11 (inactive)(RNASE11)\
ENSG00000173465	10534	Homo sapiens	Sjogren syndrome/scleroderma autoantigen 1(SSSCA1)\
ENSG00000197437	441933	Homo sapiens	olfactory receptor family 13 subfamily G member 1(OR13G1)\
ENSG00000172139	285335	Homo sapiens	solute carrier family 9 member C1(SLC9C1)\
ENSG00000008710	102465429	Homo sapiens	microRNA 6511b-1(MIR6511B1)\
ENSG00000198768	164284	Homo sapiens	APC down-regulated 1 like(APCDD1L)\
ENSG00000172137	794	Homo sapiens	calbindin 2(CALB2)\
ENSG00000174799	9662	Homo sapiens	centrosomal protein 135(CEP135)\
ENSG00000196109	163223	Homo sapiens	zinc finger protein 676(ZNF676)\
ENSG00000185453	374920	Homo sapiens	chromosome 19 open reading frame 68(C19orf68)\
ENSG00000100403	23264	Homo sapiens	zinc finger CCCH-type containing 7B(ZC3H7B)\
ENSG00000186787	474343	Homo sapiens	spindlin family member 2B(SPIN2B)\
ENSG00000100401	5905	Homo sapiens	Ran GTPase activating protein 1(RANGAP1)\
ENSG00000173473	6599	Homo sapiens	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1(SMARCC1)\
ENSG00000198752	9578	Homo sapiens	CDC42 binding protein kinase beta(CDC42BPB)\
ENSG00000172146	8383	Homo sapiens	olfactory receptor family 1 subfamily A member 1(OR1A1)\
ENSG00000198754	64064	Homo sapiens	3-oxoacid CoA-transferase 2(OXCT2)\
ENSG00000198753	5365	Homo sapiens	plexin B3(PLXNB3)\
ENSG00000198756	23127	Homo sapiens	collagen beta(1-O)galactosyltransferase 2(COLGALT2)\
ENSG00000198755	4736	Homo sapiens	ribosomal protein L10a(RPL10A)\
ENSG00000198758	79574	Homo sapiens	EPS8 like 3(EPS8L3)\
ENSG00000197428	390038	Homo sapiens	olfactory receptor family 51 subfamily D member 1(OR51D1)\
ENSG00000197429	3652	Homo sapiens	intracisternal A particle-promoted polypeptide(IPP)\
ENSG00000198759	25975	Homo sapiens	EGF like domain multiple 6(EGFL6)\
ENSG00000185442	400451	Homo sapiens	family with sequence similarity 174 member B(FAM174B)\
ENSG00000184110	8663	Homo sapiens	eukaryotic translation initiation factor 3 subunit C(EIF3C)\
ENSG00000160161	148113	Homo sapiens	cartilage intermediate layer protein 2(CILP2)\
ENSG00000184113	7122	Homo sapiens	claudin 5(CLDN5)\
ENSG00000186777	654254	Homo sapiens	zinc finger protein 732(ZNF732)\
ENSG00000184117	8508	Homo sapiens	nipsnap homolog 1 (C. elegans)(NIPSNAP1)\
ENSG00000185448	158724	Homo sapiens	family with sequence similarity 47 member A(FAM47A)\
ENSG00000173480	147687	Homo sapiens	zinc finger protein 417(ZNF417)\
ENSG00000258890	90799	Homo sapiens	centrosomal protein 95(CEP95)\
ENSG00000172150	26189	Homo sapiens	olfactory receptor family 1 subfamily A member 2(OR1A2)\
ENSG00000198780	26049	Homo sapiens	family with sequence similarity 169 member A(FAM169A)\
ENSG00000197451	3182	Homo sapiens	heterogeneous nuclear ribonucleoprotein A/B(HNRNPAB)\
ENSG00000198783	91603	Homo sapiens	zinc finger protein 830(ZNF830)\
ENSG00000172154	120586	Homo sapiens	olfactory receptor family 8 subfamily I member 2(OR8I2)\
ENSG00000173482	5797	Homo sapiens	protein tyrosine phosphatase, receptor type M(PTPRM)\
ENSG00000198785	116443	Homo sapiens	glutamate ionotropic receptor NMDA type subunit 3A(GRIN3A)\
ENSG00000197454	81466	Homo sapiens	olfactory receptor family 2 subfamily L member 5(OR2L5)\
ENSG00000196123	653319	Homo sapiens	KIAA0895 like(KIAA0895L)\
ENSG00000198786	4540	Homo sapiens	NADH dehydrogenase, subunit 5 (complex I)(ND5)\
ENSG00000173486	2286	Homo sapiens	FK506 binding protein 2(FKBP2)\
ENSG00000196126	3123	Homo sapiens	major histocompatibility complex, class II, DR beta 1(HLA-DRB1)\
ENSG00000197457	50861	Homo sapiens	stathmin 3(STMN3)\
ENSG00000172155	353134	Homo sapiens	late cornified envelope 1D(LCE1D)\
ENSG00000172156	6356	Homo sapiens	C-C motif chemokine ligand 11(CCL11)\
ENSG00000244242	402778	Homo sapiens	interferon induced transmembrane protein 10(IFITM10)\
ENSG00000172159	257019	Homo sapiens	FERM domain containing 3(FRMD3)\
ENSG00000184140	390648	Homo sapiens	olfactory receptor family 4 subfamily F member 6(OR4F6)\
ENSG00000184144	6900	Homo sapiens	contactin 2(CNTN2)\
ENSG00000185475	102465448	Homo sapiens	microRNA 6748(MIR6748)\
ENSG00000160179	9619	Homo sapiens	ATP binding cassette subfamily G member 1(ABCG1)\
ENSG00000256235	85027	Homo sapiens	small integral membrane protein 3(SMIM3)\
ENSG00000185477	285513	Homo sapiens	GPRIN family member 3(GPRIN3)\
ENSG00000232268	390037	Homo sapiens	olfactory receptor family 52 subfamily I member 1(OR52I1)\
ENSG00000185479	3854	Homo sapiens	keratin 6B(KRT6B)\
ENSG00000184148	163778	Homo sapiens	small proline rich protein 4(SPRR4)\
ENSG00000232264	728369	Homo sapiens	ubiquitin specific peptidase 17-like family member 24(USP17L24)\
ENSG00000016602	22802	Homo sapiens	chloride channel accessory 4(CLCA4)\
ENSG00000232263	100131902	Homo sapiens	keratin associated protein 25-1(KRTAP25-1)\
ENSG00000172164	6641	Homo sapiens	syntrophin beta 1(SNTB1)\
ENSG00000196110	374879	Homo sapiens	zinc finger protein 699(ZNF699)\
ENSG00000198771	92241	Homo sapiens	RCSD domain containing 1(RCSD1)\
ENSG00000197442	4217	Homo sapiens	mitogen-activated protein kinase kinase kinase 5(MAP3K5)\
ENSG00000198774	9182	Homo sapiens	Ras association domain family member 9(RASSF9)\
ENSG00000197444	55753	Homo sapiens	oxoglutarate dehydrogenase-like(OGDHL)\
ENSG00000197446	1572	Homo sapiens	cytochrome P450 family 2 subfamily F member 1(CYP2F1)\
ENSG00000196116	23424	Homo sapiens	tudor domain containing 7(TDRD7)\
ENSG00000172167	27085	Homo sapiens	MDM2 binding protein(MTBP)\
ENSG00000197448	373156	Homo sapiens	glutathione S-transferase kappa 1(GSTK1)\
ENSG00000196118	90835	Homo sapiens	coiled-coil domain containing 189(CCDC189)\
ENSG00000196119	390275	Homo sapiens	olfactory receptor family 8 subfamily A member 1(OR8A1)\
ENSG00000186790	2301	Homo sapiens	forkhead box E3(FOXE3)\
ENSG00000160182	7031	Homo sapiens	trefoil factor 1(TFF1)\
ENSG00000160181	7032	Homo sapiens	trefoil factor 2(TFF2)\
ENSG00000160180	7033	Homo sapiens	trefoil factor 3(TFF3)\
ENSG00000186795	338567	Homo sapiens	potassium two pore domain channel subfamily K member 18(KCNK18)\
ENSG00000160185	53347	Homo sapiens	ubiquitin associated and SH3 domain containing A(UBASH3A)\
ENSG00000256229	90649	Homo sapiens	zinc finger protein 486(ZNF486)\
ENSG00000186792	8372	Homo sapiens	hyaluronoglucosaminidase 3(HYAL3)\
ENSG00000160183	64699	Homo sapiens	transmembrane protease, serine 3(TMPRSS3)\
